-1.39626	-0	-2.18168	-1.39626	-0	-2.18166
-1.39626	-0	-2.18168	-1.38143	-0	-2.18166
-1.39623	0	-2.18176	-1.36659	-0	-2.18166
-1.39615	0	-2.18181	-1.35176	-0	-2.18166
-1.39593	0	-2.18188	-1.33692	-0	-2.18166
-1.39582	0	-2.1819	-1.32209	-0	-2.18166
-1.39533	0	-2.18196	-1.30725	-0	-2.18166
-1.39487	0	-2.18199	-1.29242	-0	-2.18166
-1.39428	0	-2.18202	-1.27758	-0	-2.18166
-1.39356	0	-2.18205	-1.26275	-0	-2.18166
-1.39268	0	-2.18207	-1.24791	-0	-2.18166
-1.39164	0	-2.1821	-1.23307	-0	-2.18166
-1.39043	0	-2.18212	-1.21824	-0	-2.18166
-1.38905	0	-2.18213	-1.2034	-0	-2.18166
-1.38748	0	-2.18215	-1.18857	-0	-2.18166
-1.38572	0	-2.18216	-1.17373	-0	-2.18166
-1.38376	0	-2.18218	-1.1589	-0	-2.18166
-1.3816	0	-2.18219	-1.14406	-0	-2.18166
-1.37923	0	-2.1822	-1.12923	-0	-2.18166
-1.37665	0	-2.1822	-1.11439	-0	-2.18166
-1.37386	0	-2.18221	-1.09956	-0	-2.18166
-1.37085	0	-2.18221	-1.08472	-0	-2.18166
-1.36763	-0	-2.18222	-1.06989	-0	-2.18166
-1.36419	-0	-2.18222	-1.05505	-0	-2.18166
-1.36053	-0	-2.18223	-1.04022	-0	-2.18166
-1.35665	-0	-2.18223	-1.02538	-0	-2.18166
-1.35255	-0	-2.18223	-1.01055	-0	-2.18166
-1.34823	-0	-2.18223	-0.99571	-0	-2.18166
-1.3437	-1e-06	-2.18224	-0.980875	-0	-2.18166
-1.33894	-1e-06	-2.18224	-0.966039	-0	-2.18166
-1.33397	-1e-06	-2.18224	-0.951204	-0	-2.18166
-1.32879	-1e-06	-2.18224	-0.936369	-0	-2.18166
-1.32339	-2e-06	-2.18224	-0.921534	-0	-2.18166
-1.31778	-2e-06	-2.18224	-0.906698	-0	-2.18166
-1.31196	-3e-06	-2.18224	-0.891863	-0	-2.18166
-1.30594	-3e-06	-2.18225	-0.877028	-0	-2.18166
-1.29971	-4e-06	-2.18225	-0.862192	-0	-2.18166
-1.29328	-5e-06	-2.18225	-0.847357	-0	-2.18166
-1.28665	-5e-06	-2.18226	-0.832522	-0	-2.18166
-1.27982	-6e-06	-2.18226	-0.817686	-0	-2.18166
-1.2728	-7e-06	-2.18227	-0.802851	-0	-2.18166
-1.26558	-9e-06	-2.18227	-0.788016	-0	-2.18166
-1.25818	-1e-05	-2.18228	-0.773181	-0	-2.18166
-1.25059	-1.2e-05	-2.18228	-0.758345	-0	-2.18166
-1.24282	-1.3e-05	-2.18229	-0.74351	-0	-2.18166
-1.23487	-1.5e-05	-2.1823	-0.728675	-0	-2.18166
-1.22675	-1.7e-05	-2.18231	-0.713839	-0	-2.18166
-1.21845	-1.9e-05	-2.18232	-0.699004	-0	-2.18166
-1.20998	-2.2e-05	-2.18233	-0.684169	-0	-2.18166
-1.20135	-2.4e-05	-2.18234	-0.669333	-0	-2.18166
-1.19255	-2.7e-05	-2.18235	-0.654498	-0	-2.18166
-1.18359	-3e-05	-2.18237	-0.639663	-0	-2.18166
-1.17448	-3.4e-05	-2.18238	-0.624828	-0	-2.18166
-1.16522	-3.7e-05	-2.1824	-0.609992	-0	-2.18166
-1.1558	-4.1e-05	-2.18242	-0.595157	-0	-2.18166
-1.14624	-4.5e-05	-2.18243	-0.580322	-0	-2.18166
-1.13653	-5e-05	-2.18245	-0.565486	-0	-2.18166
-1.12669	-5.4e-05	-2.18247	-0.550651	-0	-2.18166
-1.11671	-5.9e-05	-2.18249	-0.535816	-0	-2.18166
-1.11671	-5.9e-05	-2.18249	-0.52098	-0	-2.18166
-1.09632	-7e-05	-2.18254	-0.506145	-0	-2.18166
-1.08593	-7.5e-05	-2.18256	-0.49131	-0	-2.18166
-1.07541	-8.1e-05	-2.18259	-0.476475	-0	-2.18166
-1.07011	-8.4e-05	-2.1826	-0.461639	-0	-2.18166
-1.05401	-9.4e-05	-2.18264	-0.446804	-0	-2.18166
-1.04314	-0.000101	-2.18267	-0.431969	-0	-2.18166
-1.03215	-0.000108	-2.18269	-0.417133	-0	-2.18166
-1.02662	-0.000112	-2.18271	-0.402298	-0	-2.18166
-1.01547	-0.00012	-2.18274	-0.387463	-0	-2.18166
-0.998551	-0.000131	-2.18279	-0.372628	-0	-2.18166
-0.99286	-0.000135	-2.1828	-0.357792	-0	-2.18166
-0.975636	-0.000148	-2.18285	-0.342957	-0	-2.18166
-0.964032	-0.000157	-2.18288	-0.328122	-0	-2.18166
-0.952335	-0.000166	-2.18292	-0.313286	-0	-2.18166
-0.940547	-0.000175	-2.18295	-0.298451	-0	-2.18166
-0.928669	-0.000185	-2.18299	-0.283616	-0	-2.18166
-0.916703	-0.000195	-2.18302	-0.26878	-0	-2.18166
-0.910688	-0.0002	-2.18304	-0.253945	-0	-2.18166
-0.892515	-0.000215	-2.1831	-0.23911	-0	-2.18166
-0.8803	-0.000225	-2.18314	-0.224275	-0	-2.18166
-0.868008	-0.000236	-2.18317	-0.209439	-0	-2.18166
-0.85564	-0.000247	-2.18321	-0.194604	-0	-2.18166
-0.843196	-0.000258	-2.18325	-0.179769	-0	-2.18166
-0.836946	-0.000263	-2.18327	-0.164933	-0	-2.18166
-0.818086	-0.00028	-2.18333	-0.150098	-0	-2.18166
-0.811765	-0.000286	-2.18335	-0.135263	-0	-2.18166
-0.792699	-0.000303	-2.18342	-0.120427	-0	-2.18166
-0.786312	-0.000309	-2.18344	-0.105592	-0	-2.18166
-0.767051	-0.000327	-2.1835	-0.0907569	-0	-2.18166
-0.754132	-0.000339	-2.18354	-0.0759216	-0	-2.18166
-0.741154	-0.000351	-2.18358	-0.0610863	-0	-2.18166
-0.728119	-0.000363	-2.18363	-0.046251	-0	-2.18166
-0.715031	-0.000375	-2.18367	-0.0314157	-0	-2.18166
-0.701889	-0.000387	-2.18371	-0.0165804	-0	-2.18166
-0.688695	-0.000399	-2.18376	-0.00174512	-0	-2.18166
-0.675451	-0.000412	-2.1838	0.0130902	-0	-2.18166
-0.662159	-0.000424	-2.18384	0.0279255	-0	-2.18166
-0.648819	-0.000436	-2.18389	0.0427608	-0	-2.18166
-0.642132	-0.000442	-2.18391	0.0575961	-0	-2.18166
-0.621989	-0.00046	-2.18397	0.0724314	-0	-2.18166
-0.608503	-0.000472	-2.18402	0.0872667	-0	-2.18166
-0.594976	-0.000485	-2.18406	0.102102	-0	-2.18166
-0.58141	-0.000497	-2.18411	0.116937	-0	-2.18166
-0.567803	-0.000508	-2.18415	0.131773	-0	-2.18166
-0.554158	-0.00052	-2.18419	0.146608	-0	-2.18166
-0.540475	-0.000532	-2.18424	0.161443	-0	-2.18166
-0.526755	-0.000544	-2.18428	0.176278	-0	-2.18166
-0.512999	-0.000555	-2.18432	0.191114	-0	-2.18166
-0.49921	-0.000566	-2.18437	0.205949	-0	-2.18166
-0.485389	-0.000578	-2.18441	0.220784	-0	-2.18166
-0.471537	-0.000589	-2.18445	0.23562	-0	-2.18166
-0.464601	-0.000594	-2.18447	0.250455	-0	-2.18166
-0.443743	-0.00061	-2.18454	0.26529	-0	-2.18166
-0.429803	-0.000621	-2.18458	0.280126	-0	-2.18166
-0.415836	-0.000631	-2.18462	0.294961	-0	-2.18166
-0.401842	-0.000641	-2.18466	0.309796	-0	-2.18166
-0.387823	-0.000651	-2.18471	0.324631	-0	-2.18166
-0.380804	-0.000656	-2.18473	0.339467	-0	-2.18166
-0.359694	-0.00067	-2.18479	0.354302	-0	-2.18166
-0.352642	-0.000675	-2.18481	0.369137	-0	-2.18166
-0.338521	-0.000684	-2.18485	0.383973	-0	-2.18166
-0.317295	-0.000697	-2.18491	0.398808	-0	-2.18166
-0.303115	-0.000705	-2.18495	0.413643	-0	-2.18166
-0.288915	-0.000714	-2.18499	0.428478	-0	-2.18166
-0.274694	-0.000722	-2.18503	0.443314	-0	-2.18166
-0.260456	-0.000729	-2.18507	0.458149	-0	-2.18166
-0.246198	-0.000737	-2.18511	0.472984	-0	-2.18166
-0.231921	-0.000744	-2.18514	0.48782	-0	-2.18166
-0.217628	-0.000751	-2.18518	0.502655	-0	-2.18166
-0.203318	-0.000758	-2.18522	0.51749	-0	-2.18166
-0.188993	-0.000764	-2.18526	0.532326	-0	-2.18166
-0.174652	-0.00077	-2.18529	0.547161	-0	-2.18166
-0.160298	-0.000776	-2.18533	0.561996	-0	-2.18166
-0.145929	-0.000781	-2.18537	0.576831	-0	-2.18166
-0.131546	-0.000787	-2.1854	0.591667	-0	-2.18166
-0.117148	-0.000792	-2.18544	0.606502	-0	-2.18166
-0.102737	-0.000796	-2.18547	0.621337	-0	-2.18166
-0.088313	-0.000801	-2.1855	0.636173	-0	-2.18166
-0.073877	-0.000805	-2.18554	0.651008	-0	-2.18166
-0.05943	-0.000809	-2.18557	0.665843	-0	-2.18166
-0.044971	-0.000812	-2.1856	0.680679	-0	-2.18166
-0.030501	-0.000816	-2.18563	0.695514	-0	-2.18166
-0.016019	-0.000819	-2.18567	0.710349	-0	-2.18166
-0.001525	-0.000821	-2.1857	0.725184	-0	-2.18166
0.012979	-0.000824	-2.18573	0.74002	-0	-2.18166
0.027494	-0.000826	-2.18576	0.754855	-0	-2.18166
0.042018	-0.000828	-2.18579	0.76969	-0	-2.18166
0.056552	-0.000829	-2.18582	0.784526	-0	-2.18166
0.071095	-0.000831	-2.18585	0.799361	-0	-2.18166
0.085646	-0.000832	-2.18588	0.814196	-0	-2.18166
0.100206	-0.000833	-2.18591	0.829031	-0	-2.18166
0.114776	-0.000833	-2.18593	0.843867	-0	-2.18166
0.129354	-0.000834	-2.18596	0.858702	-0	-2.18166
0.143942	-0.000834	-2.18599	0.873537	-0	-2.18166
0.158539	-0.000834	-2.18602	0.888373	-0	-2.18166
0.173145	-0.000833	-2.18604	0.903208	-0	-2.18166
0.187759	-0.000832	-2.18607	0.918043	-0	-2.18166
0.202382	-0.000832	-2.18609	0.932879	-0	-2.18166
0.217012	-0.00083	-2.18612	0.947714	-0	-2.18166
0.231649	-0.000829	-2.18614	0.962549	-0	-2.18166
0.246294	-0.000828	-2.18617	0.977384	-0	-2.18166
0.253618	-0.000827	-2.18618	0.99222	-0	-2.18166
0.2756	-0.000824	-2.18621	1.00706	-0	-2.18166
0.290262	-0.000822	-2.18624	1.02189	-0	-2.18166
0.304929	-0.000819	-2.18626	1.03673	-0	-2.18166
0.319601	-0.000817	-2.18628	1.05156	-0	-2.18166
0.334277	-0.000814	-2.1863	1.0664	-0	-2.18166
0.348959	-0.000811	-2.18633	1.08123	-0	-2.18166
0.363647	-0.000808	-2.18635	1.09607	-0	-2.18166
0.378338	-0.000804	-2.18637	1.1109	-0	-2.18166
0.393034	-0.000801	-2.18639	1.12574	-0	-2.18166
0.407732	-0.000797	-2.18641	1.14057	-0	-2.18166
0.422436	-0.000793	-2.18643	1.15541	-0	-2.18166
0.437145	-0.000789	-2.18645	1.17024	-0	-2.18166
0.451859	-0.000785	-2.18647	1.18508	-0	-2.18166
0.466576	-0.000781	-2.18649	1.19991	-0	-2.18166
0.481297	-0.000777	-2.1865	1.21475	-0	-2.18166
0.488658	-0.000774	-2.18651	1.22958	-0	-2.18166
0.510752	-0.000767	-2.18654	1.24442	-0	-2.18166
0.525485	-0.000763	-2.18656	1.25926	-0	-2.18166
0.540224	-0.000758	-2.18657	1.27409	-0	-2.18166
0.554967	-0.000753	-2.18659	1.28893	-0	-2.18166
0.569712	-0.000747	-2.18661	1.30376	-0	-2.18166
0.584459	-0.000742	-2.18662	1.3186	-0	-2.18166
0.599209	-0.000737	-2.18664	1.33343	-0	-2.18166
0.613962	-0.000731	-2.18666	1.34827	-0	-2.18166
0.621339	-0.000729	-2.18666	1.3631	-0	-2.18166
0.643476	-0.00072	-2.18668	1.37794	-0	-2.18166
0.658237	-0.000714	-2.1867	1.39277	-0	-2.18166
0.673	-0.000709	-2.18671	1.40761	-0	-2.18166
0.687764	-0.000703	-2.18673	1.42244	-0	-2.18166
0.695147	-0.0007	-2.18673	1.43728	-0	-2.18166
0.717301	-0.000691	-2.18675	1.45211	-0	-2.18166
0.732073	-0.000685	-2.18677	1.46695	-0	-2.18166
0.746846	-0.000678	-2.18678	1.48178	-0	-2.18166
0.761621	-0.000672	-2.18679	1.49662	-0	-2.18166
0.776397	-0.000666	-2.18681	1.51146	-0	-2.18166
0.791178	-0.00066	-2.18682	1.52629	-0	-2.18166
0.805961	-0.000653	-2.18683	1.54113	-0	-2.18166
0.820746	-0.000647	-2.18684	1.55596	-0	-2.18166
0.835534	-0.000641	-2.18685	1.5708	-0	-2.18166
0.850319	-0.000634	-2.18686	1.5708	-0	-2.18166
0.857703	-0.000631	-2.18687	1.5708	-0	-2.18166
